activity_name,type,distance,moving_time,elapsed_time,total_elevation_gain,average_speed,max_speed,average_heartrate_bpm,max_heartrate_bpm,achievement_count,kudos_count,comment_count,athlete_count,commute,gear_id,suffer_score,average_temp,start_data,distance_km
WH track,Run,10951.8,48:28,83:57,166.6,3.766,6.2,164.2,197,0,18,2,1,FALSE,g4744781,80,13,2019-11-12,10.951799999999999
Afternoon Ride,Ride,32279.1,70:59,71:49,265,7.579,15.3,153.9,179,9,18,0,1,FALSE,NA,88,15,2019-11-12,32.2791
Morning Ride,Ride,29451.3,64:17,70:01,245,7.636,16.1,122.2,153,11,12,0,1,FALSE,NA,13,11,2019-11-12,29.4513
Morning Run,Run,12116.2,68:03,68:53,55,2.967,5.2,167.5,191,13,30,0,1,FALSE,g4839227,130,15,2019-11-09,12.116200000000001
Morning Run,Run,8061.3,42:54,44:32,69,3.132,5.1,142.1,161,4,20,0,1,FALSE,g4839227,17,19,2019-11-09,8.061300000000001
Run commute pt2,Run,16579.1,99:05,130:53,87,2.789,5.4,143.5,172,14,23,0,1,FALSE,g4839227,43,17,2019-11-08,16.579099999999997
Run commute pt1,Run,19344.2,108:40,108:56,84,2.967,7.3,177.1,197,4,32,0,1,FALSE,g4839227,313,11,2019-11-08,19.3442
DL Intervals,Run,18553.7,89:20,91:07,92,3.462,10.9,165.3,202,17,35,1,2,FALSE,g4804095,158,12,2019-11-07,18.5537
Fastpack Adventures 2.4 - NDW to the Star,Run,43338.9,364:16,400:15,884,1.983,4.9,151.4,200,17,42,0,2,FALSE,g4839227,405,20,2019-11-03,43.3389
Fastpack Adventures 2.3 - NDW to Merstham,Run,44164.5,325:26,331:09,1032,2.262,9,157.7,203,0,33,0,2,FALSE,g4839227,403,20,2019-11-02,44.1645
Fastpack Adventures 2.2 - NDW to Wrotham,Run,45074.2,369:19,379:16,1181,2.034,7.3,148.3,208,2,43,3,2,FALSE,g4839227,313,22,2019-11-01,45.0742
Fastpack Adventures 2.1 - NDW to Lenham,Run,39842.2,290:45,310:45,672.2,2.284,3.8,NA,NA,0,34,0,2,FALSE,g4839227,NA,NA,2019-10-31,39.8422
Afternoon Ride,Ride,31445.4,66:13,68:34,197,7.915,16.4,131.1,159,16,13,0,1,FALSE,NA,24,16,2019-10-29,31.445400000000003
Morning Ride,Ride,30946.3,61:28,62:10,241,8.391,18.5,157.5,181,18,17,0,1,FALSE,NA,84,13,2019-10-29,30.9463
Afternoon Ride,Ride,31398.8,62:34,63:48,223,8.364,14.5,140.7,187,36,13,0,1,FALSE,NA,37,13,2019-10-28,31.398799999999998
Morning Ride,Ride,31055.7,60:35,62:29,227,8.544,13.7,129.5,148,27,13,0,1,FALSE,NA,16,10,2019-10-28,31.0557
Devil’s Punchbowl,Run,7735.6,48:55,49:43,192,2.636,6.4,141.1,171,2,28,0,2,FALSE,g4804095,25,18,2019-10-27,7.735600000000001
Warm down ,Run,2979.4,17:49,17:55,75,2.787,4.4,159.4,177,3,0,0,2,FALSE,g4839227,23,17,2019-10-27,2.9794
SCCL Pamber Forest - 8th,Run,8124.8,31:57,31:57,84,4.238,6.9,139,159,1,38,0,52,FALSE,g4839227,10,16,2019-10-27,8.1248
Warm up ,Run,1506.8,08:20,08:23,29,3.014,3.9,125.2,147,1,2,0,5,FALSE,g4839227,1,20,2019-10-27,1.5068
Richmond Park,Run,11171.8,64:50,65:39,60,2.872,5.2,144.9,180,2,30,2,1,FALSE,g4744781,32,23,2019-10-26,11.1718
Afternoon Run,Run,11510.4,59:20,61:27,110,3.233,8.6,136.9,155,4,28,0,1,FALSE,g4744781,15,22,2019-10-25,11.510399999999999
Downslink,Run,20547.7,91:58,104:23,68,3.724,14.4,145.9,173,22,47,3,1,FALSE,g4744781,57,18,2019-10-24,20.5477
Touch,Run,5359.7,41:58,56:02,29,2.129,7,127.9,171,0,8,0,2,FALSE,g2631123,10,20,2019-10-23,5.3597
WH Track Session,Run,13934.9,62:01,85:29,83,3.745,5.5,157.5,181,2,25,0,11,FALSE,g4744781,79,15,2019-10-22,13.934899999999999
Afternoon Ride,Ride,30524.1,65:12,67:26,218,7.803,15.2,141.7,177,8,0,0,1,FALSE,NA,45,18,2019-10-21,30.524099999999997
Morning Ride,Ride,32554.2,67:12,70:01,143,8.074,16.4,125.3,158,8,1,0,2,FALSE,NA,15,17,2019-10-21,32.5542
Binfield Running,Run,20060.1,102:05,104:35,125,3.275,5.7,152,185,5,32,0,2,FALSE,g4804095,97,20,2019-10-20,20.0601
Afternoon Run,Run,16135.6,95:03,95:43,94,2.829,5.3,147.1,184,3,33,0,1,FALSE,g4804095,61,21,2019-10-19,16.1356
Afternoon Ride,Ride,38119.8,96:35,118:52,283,6.578,16.9,129.6,164,4,16,3,1,FALSE,NA,27,18,2019-10-18,38.119800000000005
Morning Ride,Ride,33213.3,70:27,70:42,209,7.857,13.3,109.7,136,3,13,0,1,FALSE,NA,11,15,2019-10-18,33.213300000000004
Short tempo and kebab,Run,10949.8,52:53,71:17,62,3.451,6.4,157.4,175,8,28,3,1,FALSE,g4804095,65,20,2019-10-17,10.9498
Lunch Run,Run,9616.6,46:40,46:47,21,3.435,5,147.3,167,0,19,0,1,FALSE,g3897569,33,20,2019-10-17,9.6166
Night Rider,Ride,31661.8,71:56,77:14,239,7.336,13.9,149.2,176,8,21,1,1,TRUE,NA,64,16,2019-10-16,31.6618
Touch,Run,4634.6,54:33,54:45,32,1.416,5.5,156.5,184,0,10,0,2,FALSE,g2631123,47,21,2019-10-16,4.634600000000001
Morning Ride,Ride,30533.7,64:37,68:10,205,7.876,15,136.6,169,16,0,0,1,FALSE,NA,43,20,2019-10-16,30.5337
Long way home from track,Run,7093.9,35:20,47:40,43,3.346,6.5,130,158,5,18,0,1,FALSE,g4744781,8,17,2019-10-15,7.0939
WH Track Session,Run,5188.8,16:51,26:11,2,5.132,6.4,135.7,162,5,28,0,18,FALSE,g4744781,4,16,2019-10-15,5.1888000000000005
Track warm up,Run,3667.7,18:18,19:34,38,3.34,4.9,118.9,128,1,5,0,5,FALSE,g4744781,3,21,2019-10-15,3.6677
Lunch Run,Run,5131.4,29:02,43:24,7,2.946,4.5,137.1,157,1,15,0,1,FALSE,g3897569,8,24,2019-10-15,5.131399999999999
Wien Running,Run,22272.5,111:23,112:11,61,3.333,8,151.9,173,0,47,4,2,FALSE,g4804095,103,19,2019-10-13,22.2725
Evening Run,Run,8905.5,42:55,43:02,82,3.458,6.3,153.4,188,5,37,0,1,FALSE,g4804095,42,23,2019-10-10,8.9055
Touch,Run,4976.5,43:57,55:57,46,1.887,5.5,133.5,160,0,13,0,1,FALSE,g2631123,12,22,2019-10-09,4.9765
Recovery Run,Run,4628,28:01,31:08,13,2.753,4.1,164.6,188,0,15,0,1,FALSE,g4804095,50,20,2019-10-08,4.628
Longmynd Hike 2019 - 5th,Run,80442.8,564:16,583:19,2716.9,2.298,6.7,172,205,53,70,22,3,FALSE,g4839227,1234,21,2019-10-05,80.4428
Afternoon Ride,Ride,31335.2,63:23,64:22,267,8.24,15,145.9,171,31,25,0,2,FALSE,NA,55,18,2019-10-02,31.3352
Soggy Run,Run,6418.9,31:23,31:23,29,3.409,7.3,139.5,156,1,19,0,1,FALSE,g4804095,11,20,2019-10-01,6.4189
Recovery jog,Run,8235,47:39,47:47,86,2.88,4.2,141.1,180,0,21,0,2,FALSE,g4804095,27,23,2019-09-29,8.235
4th Annual WH Ultra,Run,50001.6,362:51,370:16,471,2.297,7.2,148.1,181,2,56,0,8,FALSE,g4839227,274,23,2019-09-28,50.001599999999996
Morning Ride,Ride,31062.1,64:09,64:09,198,8.07,15.9,134.8,171,10,1,0,1,TRUE,NA,23,18,2019-09-27,31.062099999999997
Evening Ride,Ride,34827.1,96:19,106:49,276,6.026,14.3,126.3,164,5,1,0,1,FALSE,NA,22,21,2019-09-25,34.8271
Big pitch touch,Run,5561.9,43:46,56:17,50,2.118,5.7,140.4,172,0,1,0,1,FALSE,g4839227,17,26,2019-09-25,5.5619
Morning Ride,Ride,31076.7,64:22,64:22,197,8.047,14,124.7,149,18,2,0,1,FALSE,NA,14,19,2019-09-25,31.076700000000002
WH Track session,Run,4476.7,13:32,26:41,8,5.513,7.9,143.6,162,1,34,1,15,FALSE,g4804095,6,19,2019-09-24,4.4767
Evening Run,Run,3493.7,18:55,24:23,43,3.078,4.8,139.5,169,0,12,0,7,FALSE,g4839227,7,23,2019-09-24,3.4937
Rainy trails,Run,24384.3,129:17,133:21,576,3.144,8,162.3,197,14,42,3,1,FALSE,g4839227,212,23,2019-09-23,24.3843
MABAC Lightwater - 2nd,Run,7401.2,31:31,31:31,146,3.914,6.5,144.4,161,4,32,5,12,FALSE,g4839227,17,23,2019-09-22,7.4012
Pitch and Holmbury Hill session ( The Hurt ),Run,13819.6,92:58,95:25,495,2.478,5.4,155.2,192,1,33,0,1,FALSE,g4839227,111,20,2019-09-21,13.819600000000001
Boxhill Hill Session,Run,15555,114:53,120:17,741,2.257,6.2,159.6,211,12,40,2,1,FALSE,g4839227,158,24,2019-09-19,15.555
Commute,Run,4873.6,25:20,26:10,87,3.206,5.2,156.2,173,0,14,0,1,FALSE,g4839227,29,18,2019-09-19,4.873600000000001
Evening Ride,Ride,31647.1,63:29,64:06,239,8.309,14.1,128.7,160,37,24,0,1,FALSE,NA,15,17,2019-09-18,31.6471
Touch ,Run,4758.9,38:45,53:17,34,2.047,6.8,149.1,179,0,4,0,1,FALSE,g2631123,27,24,2019-09-18,4.7589
Morning Ride,Ride,30692.5,66:21,68:19,151,7.71,14.8,154,172,6,4,0,2,FALSE,NA,76,12,2019-09-18,30.6925
Evening Run,Run,2622.6,16:42,17:12,65,2.617,4.7,126.3,143,0,7,0,1,FALSE,g4839227,3,23,2019-09-17,2.6226
Fastpack Adventures 1.3 - Nefyn to Caernarfon,Run,37077.8,317:18,331:15,741,1.948,5.3,125.1,186,1,41,4,2,FALSE,g4839227,90,22,2019-09-16,37.0778
Fastpack Adventures 1.2 - Porthmadog to Nefyn,Run,51247.6,442:43,469:31,853,1.929,4.2,139.7,191,0,42,0,2,FALSE,g4839227,215,24,2019-09-15,51.2476
Fastpack Adventures 1.1 - Snowdon,Run,31664.9,339:09,346:58,1542,1.556,4.6,136.3,182,0,57,2,2,FALSE,g4839227,153,22,2019-09-14,31.664900000000003
Lunch Run,Run,5160.8,30:15,30:18,18,2.843,4.6,139.9,177,0,24,0,1,FALSE,g3897569,15,25,2019-09-12,5.1608
Holy trail of running,Run,18286.3,93:09,94:36,330,3.272,7.8,155,184,4,38,0,1,FALSE,g4839227,105,22,2019-09-10,18.2863
Cultural Tour of Oslo,Run,10875.5,77:24,82:49,133,2.342,7.9,142.4,178,0,40,0,2,FALSE,g4804095,33,20,2019-09-07,10.8755
Lunch Hike,Hike,946.6,35:41,36:14,3,0.442,1.5,73.3,94,0,1,0,1,FALSE,g4839227,2,21,2019-09-06,0.9466
Trolltunga Loop,Run,40727.4,604:24,611:33,2299.4,1.123,13,121.5,187,1,57,1,2,FALSE,g4839227,136,13,2019-09-05,40.7274
Buer running ,Run,19179.8,159:38,163:31,519,2.002,5.6,138.2,171,0,41,0,2,FALSE,g4839227,54,19,2019-09-04,19.1798
Afternoon Run (back from the bar),Run,2029,15:19,15:44,93,2.208,4.1,134.7,158,0,11,0,2,FALSE,g4839227,4,32,2019-09-02,2.029
Mura Mountains,Run,15175.6,201:03,204:44,840,1.258,4.9,131,183,0,37,0,2,FALSE,g4839227,54,27,2019-09-02,15.175600000000001
Mura Trail run ,Run,10659.1,57:42,59:04,340,3.079,7.4,156.2,179,3,38,0,1,FALSE,g4804095,69,26,2019-09-01,10.6591
Barcelona Out and back run,Run,15270.5,110:02,117:12,223,2.313,10.3,133.6,168,2,34,0,2,FALSE,g4804095,29,29,2019-09-01,15.2705
Afternoon Ride,Ride,31636.7,67:52,68:12,230,7.769,15.4,132.5,151,11,3,0,1,FALSE,NA,23,23,2019-08-30,31.6367
Morning Ride,Ride,31051.9,63:12,63:31,200,8.189,14.7,127.6,140,14,4,0,1,FALSE,NA,14,18,2019-08-30,31.0519
Evening Run,Run,9056.5,62:20,67:07,26,2.422,5.4,156.7,181,2,27,0,4,FALSE,g4744781,76,22,2019-08-29,9.0565
Afternoon Ride,Ride,31379.5,66:46,68:28,236,7.833,15.5,124.3,150,18,22,1,1,FALSE,NA,15,23,2019-08-29,31.3795
Morning Ride,Ride,31047.6,60:26,61:29,192,8.562,16.3,118.9,138,35,17,1,1,FALSE,NA,11,17,2019-08-29,31.0476
Boxhill Running,Run,12851.6,83:42,90:25,636,2.559,8,134.9,177,5,31,3,2,FALSE,g4839227,30,23,2019-08-28,12.851600000000001
WH Track,Run,2570.4,06:51,24:32,19,6.254,7.8,165.5,205,5,23,0,19,FALSE,g4744781,13,24,2019-08-27,2.5704000000000002
Recovery Run,Run,5505.8,33:02,33:06,24,2.778,5.3,129,157,0,14,0,2,FALSE,g4804095,8,27,2019-08-26,5.5058
Godalming Round - Reverse (aborted),Run,30002.7,226:52,232:45,725,2.204,11,143.3,173,4,48,5,2,FALSE,g4839227,115,30,2019-08-25,30.0027
Afternoon Ride,Ride,16245.3,45:36,102:33,172,5.938,18.7,116.2,152,18,20,0,2,FALSE,NA,9,29,2019-08-24,16.2453
Afternoon Ride,Ride,17852.8,54:44,58:30,206,5.436,14.3,118.6,160,19,16,0,2,FALSE,NA,11,30,2019-08-24,17.8528
Brecon Beacons with JMcK,Run,34582,293:43,329:46,1869,1.962,4.5,136.8,168,1,50,5,1,FALSE,g4839227,128,17,2019-08-22,34.582
WH Track Session,Run,5402.6,17:58,25:31,5,5.012,6.4,177.3,191,3,28,0,21,FALSE,g4744781,49,20,2019-08-20,5.4026000000000005
Evening Run,Run,3102.8,16:33,27:55,48,3.125,4.7,164.7,179,0,9,0,3,FALSE,g4839227,27,24,2019-08-20,3.1028000000000002
Evening Run,Run,14168.1,79:58,80:47,215,2.953,6.7,160,179,6,30,0,1,FALSE,g4839227,115,24,2019-08-19,14.1681
Afternoon Ride,Ride,18240.3,38:58,39:26,144,7.802,17.5,130,152,8,7,0,1,FALSE,NA,9,22,2019-08-19,18.240299999999998
Afternoon Ride,Ride,20318.7,48:25,64:35,254,6.994,16.8,112.3,158,7,13,0,1,FALSE,NA,8,22,2019-08-19,20.3187
Morning Run,Run,8478.1,47:19,49:33,88,2.986,5.4,138.7,157,0,27,0,2,FALSE,g3897569,13,22,2019-08-18,8.4781
Batcombe Running,Run,9798.8,62:54,79:52,264,2.596,6,136.4,177,1,32,0,2,FALSE,g4804095,23,21,2019-08-17,9.7988
Touch,Run,5529.6,45:42,53:19,97,2.017,5.5,135.4,166,0,12,0,1,FALSE,g2631123,13,19,2019-08-14,5.5296
Trail Run,Run,28595.1,169:37,175:43,570,2.81,7.6,162,185,18,47,4,1,FALSE,g4804095,262,21,2019-08-13,28.5951
Afternoon Ride,Ride,24669.1,52:43,54:25,185,7.799,14.6,145.5,156,20,0,0,1,FALSE,NA,36,20,2019-08-12,24.6691
Morning Ride,Ride,31047.6,64:24,64:24,200,8.035,13.5,139.8,167,25,3,0,1,FALSE,NA,34,19,2019-08-12,31.0476
Evening Run,Run,13504.9,75:12,76:22,301,2.993,7.5,150.5,179,1,34,2,1,FALSE,g4804095,59,24,2019-08-10,13.5049
Afternoon Ride,Ride,31592.1,75:27,76:24,215,6.979,13.1,135.6,171,6,7,0,1,FALSE,NA,29,23,2019-08-09,31.5921
Morning Ride,Ride,32028.1,68:06,68:29,198,7.838,13.8,137.9,165,14,0,0,1,FALSE,NA,30,22,2019-08-09,32.0281
WH C25k++ (4x Westbrook),Run,18482.5,119:36,150:31,281,2.576,7.5,159,179,6,39,0,2,FALSE,g4134399,166,24,2019-08-08,18.4825
Afternoon Ride,Ride,31680,74:21,75:41,215,7.102,13.5,142,177,6,0,0,1,FALSE,NA,41,22,2019-08-07,31.68
Touch rugby,Run,4812.1,41:01,54:03,41,1.955,6.5,148.3,172,0,9,0,2,FALSE,g2631123,31,27,2019-08-07,4.8121
Morning Ride,Ride,31350.2,66:16,67:15,201,7.885,13.7,145.9,173,18,4,0,1,FALSE,NA,49,21,2019-08-07,31.3502
Evening Run,Run,1519.7,09:29,13:01,4,2.671,4.7,158.5,174,0,3,0,1,FALSE,g3778168,13,24,2019-08-06,1.5197
MABAC Wimbledon Common,Run,7689.5,30:59,30:59,67,4.136,7.3,140.8,155,9,41,0,28,FALSE,g3778168,13,22,2019-08-06,7.6895
Evening Run,Run,2003.2,10:08,14:54,351,3.295,13.9,132.1,148,2,4,2,2,FALSE,g3778168,2,24,2019-08-06,2.0032
Wendover Woods ,Run,13905,103:52,104:41,476,2.231,5.9,154.3,184,0,31,2,2,FALSE,g4287374,98,26,2019-08-04,13.905
Lunch Ride,Ride,11707.8,26:56,27:26,76,7.245,17.7,145.2,175,2,9,1,1,FALSE,NA,19,27,2019-08-04,11.707799999999999
Morning Ride,Ride,8293.4,24:55,25:29,168,5.547,14.3,144.9,165,1,11,0,2,FALSE,NA,17,24,2019-08-04,8.2934
Staycation Fun Run ,Run,6153,25:38,38:54,25,4.001,5.7,146.3,168,7,32,3,10,FALSE,g2631123,18,24,2019-08-03,6.153
Evening Ride,Ride,6709.6,17:07,20:39,47,6.533,12.5,119.7,164,0,1,0,1,FALSE,NA,3,24,2019-08-02,6.7096
Afternoon Ride,Ride,25576.7,53:51,53:51,162,7.916,13.9,133.9,177,15,0,0,1,FALSE,NA,24,26,2019-08-02,25.576700000000002
Morning Ride,Ride,31179.5,65:09,65:58,196,7.976,14,144.9,164,10,0,0,2,FALSE,NA,42,20,2019-08-02,31.1795
Night Run,Run,1515.5,08:41,08:41,31,2.909,3.7,160.1,177,1,0,0,1,FALSE,g4744781,12,26,2019-08-01,1.5155
WH 5k++,Run,14026.6,94:54,103:16,114,2.463,5.3,152.4,178,4,21,0,2,FALSE,g4744781,85,25,2019-08-01,14.0266
Afternoon Ride,Ride,33140.8,74:24,75:42,191,7.424,15.7,153.6,184,14,0,0,1,FALSE,NA,85,24,2019-07-31,33.140800000000006
Morning Ride,Ride,31140.7,64:33,65:39,207,8.04,15.6,140.3,171,26,0,0,1,FALSE,NA,34,20,2019-07-31,31.140700000000002
Lunch Run,Run,5217.6,34:10,35:22,8,2.545,5.1,122,150,0,13,0,1,FALSE,g3897569,7,23,2019-07-30,5.2176
Afternoon Ride,Ride,33429.9,71:24,72:12,207,7.803,14.1,157,179,22,3,0,1,FALSE,NA,99,26,2019-07-29,33.4299
Morning Ride,Ride,31231.5,66:26,67:37,171,7.835,16.2,146,173,9,4,0,1,FALSE,NA,50,22,2019-07-29,31.2315
Afternoon Run,Run,13371.1,83:14,84:10,171,2.677,4.5,148.1,180,4,40,3,1,FALSE,g4744781,56,27,2019-07-28,13.3711
Afternoon Run,Run,2953.2,15:11,15:41,337,3.242,4.6,144.8,159,0,17,0,2,FALSE,g3897569,6,26,2019-07-27,2.9532
Evening Ride,Ride,31649.6,67:54,68:50,236,7.769,14.2,150.9,176,10,17,0,1,FALSE,NA,79,25,2019-07-26,31.6496
Morning Ride,Ride,31147.5,61:00,61:00,201,8.51,15.1,160.9,182,48,21,1,1,FALSE,NA,94,22,2019-07-26,31.1475
Evening Run,Run,6040.6,38:02,66:58,47,2.647,5,151.4,188,1,19,0,1,FALSE,g3897569,37,30,2019-07-25,6.0406
Evening Swim,Swim,2050,31:37,40:19,0,1.081,3.1,NA,NA,0,9,0,1,FALSE,NA,NA,NA,2019-07-23,2.05
Evening Ride,Ride,35400.3,76:56,76:56,235,7.669,14.8,119.2,137,32,22,0,1,FALSE,NA,15,21,2019-07-19,35.4003
Morning Ride,Ride,31208.2,67:19,67:19,470,7.727,14.7,144.7,165,18,26,0,1,FALSE,NA,48,16,2019-07-19,31.2082
WH 5k+ Group,Run,5899.2,49:07,52:13,372,2.002,10.7,147.1,176,0,31,4,2,FALSE,g3897569,43,24,2019-07-18,5.8991999999999996
Evening Run,Run,2291.6,16:53,17:48,35,2.262,3.7,129.7,152,2,0,0,1,FALSE,g3897569,4,27,2019-07-17,2.2916
Morning walkRun to work,Run,1513.7,10:39,11:12,7,2.369,4.2,156.6,185,2,2,0,1,FALSE,g3897569,12,26,2019-07-17,1.5137
Morning walk Run to train,Run,946.1,06:40,06:40,8,2.365,5.1,130.4,152,0,0,0,1,FALSE,g3897569,1,24,2019-07-17,0.9461
Afternoon Ride,Ride,32898.5,72:25,74:38,225,7.572,15.2,105.6,144,26,24,0,1,FALSE,NA,11,24,2019-07-15,32.8985
Morning Ride,Ride,31130.7,66:13,66:43,226,7.836,13.5,143.8,182,31,18,0,1,FALSE,NA,52,18,2019-07-15,31.1307
Morning Run,Run,5885.5,30:50,31:03,30,3.181,5,163.1,182,0,27,3,2,FALSE,g3897569,49,24,2019-07-12,5.8855
Lunch Ride,Ride,9108.2,41:32,45:10,388,3.655,13,121.5,147,0,21,0,5,FALSE,NA,9,23,2019-07-11,9.1082
Lunch Swim,Swim,278.7,13:17,13:17,8.3,0.35,2.5,NA,NA,0,8,0,1,FALSE,NA,NA,19,2019-07-11,0.2787
Lunch Ride,Ride,6908.4,29:46,50:09,67,3.868,6.7,108.7,146,0,15,2,5,FALSE,NA,4,25,2019-07-11,6.908399999999999
Morning Run,Run,3789,24:37,25:32,135,2.565,3.8,144,164,0,16,3,2,FALSE,g3897569,13,23,2019-07-10,3.789
Ben Ben Ben,Hike,15617.5,381:21,434:49,1246,0.683,2.1,98.8,140,0,33,2,1,FALSE,g2631123,51,23,2019-07-09,15.6175
Croagh Patrick,Hike,6465.2,161:55,196:29,691,0.665,3.3,102.4,137,0,12,0,1,FALSE,g2631123,23,24,2019-07-08,6.465199999999999
Lunch Swim,Swim,154,12:05,12:05,34.5,0.212,4.8,101,101,0,6,0,1,FALSE,NA,NA,24,2019-07-07,0.154
Afternoon Run,Run,2230.1,12:45,12:45,36,2.915,3.8,137.7,154,0,6,0,1,FALSE,g3897569,4,27,2019-07-06,2.2300999999999997
Morning Run,Run,2268.7,12:22,12:22,43,3.058,6.7,142.4,156,0,10,0,1,FALSE,g3897569,5,23,2019-07-06,2.2687
Morning Run,Run,2203.7,13:25,13:40,39,2.738,3.4,139.4,157,0,2,0,1,FALSE,g3897569,4,24,2019-07-05,2.2037
Afternoon Ride,Ride,32718.7,70:59,81:01,265,7.682,14.3,113.8,165,40,25,0,1,FALSE,NA,17,25,2019-07-03,32.7187
Morning Ride,Ride,31156.5,67:17,68:11,220,7.718,14.3,134.1,160,42,20,0,1,FALSE,NA,31,19,2019-07-03,31.1565
Evening Ride,Ride,34558.2,78:25,78:25,291,7.345,13.2,128.5,156,30,23,0,1,FALSE,NA,25,22,2019-07-01,34.5582
Morning Ride,Ride,27512.9,58:58,60:32,204,7.776,14,144.8,170,37,24,0,1,FALSE,NA,36,20,2019-07-01,27.512900000000002
Morning Swim,Swim,1000,20:06,22:16,0,0.829,1.1,NA,NA,0,14,0,1,FALSE,NA,NA,NA,2019-07-01,1
Morning Ride,Ride,7816.9,20:54,25:57,47,6.234,13,114.3,147,4,6,0,1,FALSE,NA,3,21,2019-07-01,7.8168999999999995
Afternoon Run,Run,3539,19:03,19:23,21,3.096,5.5,157.6,177,0,26,10,1,FALSE,g3897569,25,28,2019-06-28,3.539
Evening Ride,Ride,33069.8,71:27,72:19,267,7.714,13.9,148.5,178,47,25,0,1,FALSE,NA,63,22,2019-06-26,33.0698
Morning Ride,Ride,26559.5,58:46,60:05,180,7.532,14.2,145.5,172,40,23,0,1,FALSE,NA,41,19,2019-06-26,26.5595
Morning Swim,Swim,700,15:31,17:02,0,0.752,1.1,NA,NA,0,7,0,1,FALSE,NA,NA,NA,2019-06-26,0.7
Morning Ride,Ride,6970.2,21:41,22:50,86,5.358,15.8,127.5,158,3,0,0,1,FALSE,NA,6,22,2019-06-26,6.9702
Night Swim,Swim,50,00:42,13:46,0,1.19,1.7,NA,NA,0,5,0,1,FALSE,NA,NA,NA,2019-06-24,0.05
Evening Swim,Swim,1500,29:53,34:07,0,0.837,1,NA,NA,0,17,0,1,FALSE,NA,NA,NA,2019-06-24,1.5
Evening Ride,Ride,26953.6,70:33,82:26,331,6.367,15.3,139.8,166,7,32,0,2,FALSE,NA,35,19,2019-06-20,26.953599999999998
Morning Swim,Swim,1500,30:35,31:37,0,0.817,0.9,NA,NA,0,18,2,1,FALSE,NA,NA,NA,2019-06-19,1.5
Morning Swim,Swim,1250,24:59,26:18,0,0.834,1.6,NA,NA,0,17,0,1,FALSE,NA,NA,NA,2019-06-17,1.25
Evening Swim,Swim,1000,20:57,23:28,0,0.796,0.9,NA,NA,0,14,0,1,FALSE,NA,NA,NA,2019-06-13,1
Evening Ride,Ride,32925.4,73:51,77:16,254,7.431,16.1,134.1,166,43,21,0,1,FALSE,NA,34,19,2019-06-07,32.9254
Morning Ride,Ride,31992.6,72:47,76:15,190,7.326,15,158.4,186,44,22,0,1,FALSE,NA,102,16,2019-06-07,31.9926
Evening Ride,Ride,16384.9,33:04,33:04,62,8.259,13,110.8,134,9,18,0,1,FALSE,NA,5,19,2019-06-04,16.384900000000002
The unsustainable commute pt.2,Ride,33327.3,82:35,87:07,309,6.726,16.3,146.6,181,8,27,0,1,FALSE,NA,68,24,2019-05-24,33.3273
The unsustainable commute pt.1,Ride,32878.4,75:58,80:27,214,7.213,14.6,158.6,182,7,31,5,1,FALSE,NA,109,21,2019-05-24,32.8784
Evening Ride,Ride,7237.9,19:53,19:53,57,6.067,10,149,163,4,7,0,1,FALSE,NA,16,22,2019-05-23,7.2379
Evening Swim,Swim,1050,25:39,25:56,0,0.682,1.6,NA,NA,0,9,0,1,FALSE,NA,NA,NA,2019-05-23,1.05
Evening Ride,Ride,7266.4,19:27,33:06,51,6.227,12.2,123.4,148,1,9,0,1,FALSE,NA,4,26,2019-05-23,7.2664
Evening Ride,Ride,29126.6,69:31,71:21,497,6.983,14.6,154.4,192,11,27,0,1,FALSE,NA,90,23,2019-05-22,29.1266
Afternoon Ride,Ride,8562.6,22:19,37:01,88,6.395,15.3,135.9,159,11,9,0,1,FALSE,NA,9,24,2019-05-06,8.5626
Afternoon Ride,Ride,25539.9,82:28,86:17,462,5.162,17.4,139.4,170,4,22,0,2,FALSE,NA,45,19,2019-05-06,25.539900000000003
Lunch Ride,Ride,32649,95:44,103:46,407,5.684,16.9,135.7,167,0,28,0,2,FALSE,NA,36,19,2019-05-06,32.649
Afternoon Ride,Ride,26867.5,76:23,80:57,452,5.862,16.9,141.2,182,0,32,5,2,FALSE,NA,45,19,2019-05-05,26.8675
Lunch Ride,Ride,28587.8,77:52,82:56,292,6.119,13.6,142.6,167,7,19,0,2,FALSE,NA,46,19,2019-05-05,28.587799999999998
Still recovering from the Fox,Run,3416.1,21:09,25:57,33,2.692,4,126.9,143,0,22,0,1,FALSE,g4134399,4,19,2019-05-02,3.4160999999999997
Fox Ultra - 5th,Run,61296.1,312:39,312:47,848,3.266,9.7,178.1,200,32,79,27,3,FALSE,g4134399,895,18,2019-04-27,61.296099999999996
Bluebell run,Run,11748.8,60:53,87:25,189,3.216,6.1,147.3,175,6,41,0,11,FALSE,g3589057,47,19,2019-04-25,11.7488
VK in the Shire,Run,16343.8,125:45,134:24,1077,2.166,4.6,156,201,15,48,4,1,FALSE,g3589057,147,25,2019-04-21,16.343799999999998
VK in the Punchbowl,Run,24074.7,179:53,184:52,1025,2.231,5.9,162.7,197,3,56,7,1,FALSE,g3778168,261,23,2019-04-20,24.0747
Godalming Round #3,Run,45010,330:08,331:52,1166,2.272,7.3,167.6,205,22,58,4,5,FALSE,g3778168,595,25,2019-04-19,45.01
