activity_name,type,distance,moving_time,elapsed_time,total_elevation_gain,average_speed,max_speed,average_heartrate_bpm,max_heartrate_bpm,achievement_count,kudos_count,comment_count,athlete_count,commute,gear_id,suffer_score,average_temp,start_data,distance_km
Commute+,Run,20222.8,100:36,696:59,115,3.35,5.934,152.9,172,0,44,3,1,FALSE,g8836542,98,34,2022-07-25,20.2228
Commute,Run,14365,71:12,695:20,80,3.363,4.432,151,172,0,33,0,1,TRUE,g8836542,59,33,2022-07-24,14.365
Morning Swim,Swim,500,08:33,11:54,0,0.975,1.15,110.1,121,0,0,0,1,FALSE,NA,1,NA,2022-07-24,0.5
Evening Ride,Ride,8669.2,22:07,24:20,31,6.533,10.678,125,157,0,19,0,1,FALSE,b8218320,6,35,2022-07-23,8.6692
Afternoon Yoga,Yoga,0,33:51,33:51,0,0,0,77.9,101,0,0,0,1,FALSE,NA,2,30,2022-07-23,0
Lunch Weight Training,Workout,0,39:21,39:21,0,0,0,84.8,126,0,0,0,1,FALSE,NA,3,28,2022-07-23,0
Morning Ride,Ride,0,10:36,10:36,0,0,0,122.7,141,0,0,0,1,FALSE,b8218320,2,29,2022-07-23,0
Morning Run,Run,966.4,06:17,06:17,0,2.563,2.801,110.1,116,0,0,0,1,FALSE,g8836542,1,25,2022-07-23,0.9663999999999999
Mubakeron!,Ride,39269.9,77:18,92:45,86,8.467,12.184,153.4,175,16,33,0,2,FALSE,b8218320,91,33,2022-07-22,39.2699
Commute(ish),Run,12275.7,65:24,678:28,81,3.128,6.108,154.1,170,0,37,5,1,FALSE,g11131843,72,34,2022-07-21,12.2757
Hot commute,Run,7014,35:34,35:58,31,3.287,4.31,155.4,173,0,29,1,1,FALSE,g11131843,40,33,2022-07-20,7.014
Morning Run,Run,6993.4,38:24,39:07,50,3.035,4.061,149.6,164,0,26,2,1,FALSE,g11131843,31,34,2022-07-20,6.993399999999999
Afternoon Ride,Ride,0,08:56,08:56,0,0,0,159.2,173,0,0,0,1,FALSE,b8218320,13,30,2022-07-19,0
Treadmill Run,Run,5018.8,27:16,27:16,0,3.068,3.302,136.2,145,0,0,0,1,FALSE,g3897569,6,27,2022-07-19,5.018800000000001
Marathon Molieres 3010,Run,41561.6,504:04,583:38,3973,1.187,4.59,151.3,173,0,78,19,1,FALSE,g7747260,490,28,2022-07-16,41.5616
Lunch Hike,Hike,24075.1,326:03,345:43,1858,1.231,4.088,116.3,163,1,51,3,2,FALSE,g7747260,67,32,2022-07-15,24.0751
Surrey Hills,Run,20227.3,124:16,131:28,398,2.713,5.1,130.5,167,9,54,1,1,FALSE,g7747260,30,27,2022-07-11,20.2273
Dunsfold 10k (35:59),Run,10063.7,36:00,36:00,24,4.659,5.85,179,194,5,75,18,2,FALSE,g8011089,106,26,2022-07-10,10.0637
Broadwater Parkrun (19:06),Run,8177.8,35:14,210:39,36,3.868,5.7,156.9,184,16,51,3,3,FALSE,g7747260,40,22,2022-07-09,8.1778
Morning Ride,Ride,14047,36:21,673:37,96,6.441,14.248,115.6,154,1,0,0,1,FALSE,b8218320,8,33,2022-07-07,14.047
Speedwork; 10 x 300ish,Run,7209,34:30,35:12,21,3.483,6.03,157.9,181,0,33,5,1,FALSE,g8011089,43,32,2022-07-06,7.209
Commute,Run,14005,67:29,653:10,78,3.459,11.081,139.4,152,0,24,0,1,TRUE,g8836542,21,32,2022-07-06,14.005
Commute+,Run,20950.6,102:00,694:57,128,3.423,4.984,146,157,0,41,2,1,FALSE,g8836542,56,33,2022-07-05,20.950599999999998
Afternoon Ride,Ride,11135.8,30:40,66:17,65,6.052,11.656,103.7,148,0,0,0,1,FALSE,b8218320,4,33,2022-07-04,11.1358
Morning Ride,Ride,7572.6,23:33,27:00,72,5.359,13.76,111.5,161,1,21,0,1,FALSE,b8218320,5,32,2022-07-04,7.5726
Afternoon Swim,Swim,1033.2,17:33,21:44,0,0.981,1.15,141.8,157,0,17,0,1,FALSE,NA,18,NA,2022-07-03,1.0332000000000001
Commute,Run,9619.8,46:15,642:43,205.5,3.467,8.3,147.4,161,0,28,0,1,FALSE,g8836542,30,32,2022-07-03,9.6198
Khobar Parkrun Sandwich,Run,23800.6,130:17,195:36,108,3.045,6.986,142,189,0,47,8,1,FALSE,g8836542,84,34,2022-07-02,23.8006
Gym,Workout,0,40:02,40:02,0,0,0,85.6,144,0,12,0,1,FALSE,NA,4,29,2022-07-02,0
Evening Run,Run,10019.7,48:46,48:46,12,3.424,4.853,137.3,147,2,25,0,1,FALSE,g8836542,12,34,2022-07-01,10.0197
Morning Swim,Swim,1999.8,34:26,38:24,0,0.968,1.076,135.2,157,0,11,0,1,FALSE,NA,30,NA,2022-07-01,1.9998
Dammam Ride,Ride,46585.4,109:30,124:57,193,7.091,17.228,119.4,160,2,22,0,2,FALSE,b8218320,28,33,2022-07-01,46.5854
Commuter with a computer ,Run,15446.2,77:04,680:44,112,3.34,6.376,140.7,152,0,24,0,1,FALSE,g8836542,24,32,2022-06-30,15.446200000000001
Evening Ride,Ride,10678.7,29:55,55:37,53,5.949,12.222,122.7,167,4,0,0,1,FALSE,NA,11,33,2022-06-29,10.678700000000001
WR XC TT,Run,5991.6,26:53,35:53,64,2.783,5.482,158.7,188,3,40,0,1,FALSE,g7158509,34,34,2022-06-29,5.9916
Morning Ride,Ride,20632,55:57,568:08,166,6.146,10.863,118.6,148,2,0,0,1,FALSE,NA,11,34,2022-06-29,20.632
Morning Swim,Swim,1033.2,17:01,33:04,0,1.012,20.554,111.9,158,0,18,0,1,FALSE,NA,10,NA,2022-06-29,1.0332000000000001
Evening Ride,Ride,9875.8,33:01,220:22,188,4.985,12.794,105.4,146,0,0,0,1,FALSE,b8218319,5,32,2022-06-28,9.8758
Tempo commute,Run,14008.3,61:20,631:32,42,3.807,8.037,159.3,186,0,30,0,1,TRUE,g3897569,84,32,2022-06-28,14.008299999999998
Afternoon Swim,Swim,1233.2,19:48,26:59,0,1.038,1.668,147.7,172,0,18,0,1,FALSE,NA,30,NA,2022-06-27,1.2332
Commuting,Run,13996.1,64:52,688:38,102,3.596,5.292,152.1,177,0,32,2,1,TRUE,g8836542,61,32,2022-06-27,13.9961
Afternoon Swim,Swim,1533.2,26:43,34:10,0,0.956,1.962,133.4,155,0,23,0,1,FALSE,NA,24,NA,2022-06-26,1.5332000000000001
Morning Ride,Ride,16007,40:50,624:09,114,6.533,10.572,130.4,160,1,28,1,1,TRUE,b8218320,14,34,2022-06-26,16.007
Afternoon Run,Run,21020.7,113:33,178:07,42,3.085,6.302,138.3,169,2,39,0,1,FALSE,g8836542,49,34,2022-06-25,21.0207
Morning Swim,Swim,1199.9,20:18,26:27,0,0.985,1.192,141.3,162,0,19,0,1,FALSE,NA,24,NA,2022-06-25,1.1999000000000002
Al Fanar night run,Run,27276.9,150:52,158:38,38,3.013,4.055,146.9,163,0,30,0,1,FALSE,g8836542,92,33,2022-06-24,27.2769
Morning Swim,Swim,733.3,12:26,17:05,0,0.983,1.192,113.6,148,0,15,2,1,FALSE,NA,4,NA,2022-06-24,0.7333
Commute+,Run,19637.3,95:27,706:18,99,3.429,5.672,161,175,0,30,0,1,FALSE,g8836542,143,33,2022-06-23,19.6373
Duba Run,Run,4354.4,18:35,18:38,16,3.905,5.58,147.4,166,1,22,2,1,FALSE,g5233748,14,29,2022-06-21,4.3544
Red Planet,Run,21616.1,120:27,129:58,346.9,2.991,4.267,148.5,172,0,55,2,1,FALSE,g5233748,91,32,2022-06-20,21.6161
(No) Trail run,Run,13607.7,79:52,85:48,233,2.84,3.996,144.8,168,0,39,2,1,FALSE,g5233748,45,33,2022-06-19,13.607700000000001
Afternoon Ride,Ride,5704.8,19:28,29:52,18,4.884,8.378,106.2,136,0,0,0,1,FALSE,b8218319,3,32,2022-06-18,5.7048000000000005
Khobar parkrun trials ,Run,7408.8,48:47,51:17,5,2.531,3.301,123.9,145,1,7,0,1,FALSE,g8836542,10,33,2022-06-18,7.4088
Afternoon Ride,Ride,5936.4,20:01,20:50,22,4.943,8.494,95.4,118,0,0,0,1,FALSE,b8218319,2,32,2022-06-18,5.9364
Afternoon Swim,Swim,1599.8,26:43,29:46,0,0.998,1.15,123.6,164,0,19,0,1,FALSE,NA,15,NA,2022-06-18,1.5997999999999999
Morning Run,Run,18635.3,91:12,104:36,108,3.406,4.321,149.7,171,4,38,1,1,FALSE,NA,76,34,2022-06-18,18.6353
Afternoon Ride,Ride,13405.2,40:55,249:24,36,5.46,8.917,103.3,132,0,0,0,1,FALSE,b8218320,5,34,2022-06-17,13.4052
Treadmill climbing ,Run,10011.3,55:21,55:21,0,3.015,3.308,165.1,181,0,24,0,1,FALSE,g3897569,95,27,2022-06-17,10.011299999999999
Gym,Workout,0,40:01,40:01,0,0,0,102.8,160,0,11,0,1,FALSE,NA,6,27,2022-06-17,0
Afternoon Swim,Swim,1999.8,32:22,39:37,0,1.03,1.282,142.8,171,0,18,0,1,FALSE,NA,43,NA,2022-06-16,1.9998
Commute,Run,14023.1,73:37,682:58,126,3.175,4.269,150.6,164,0,27,0,1,TRUE,g8836542,64,33,2022-06-16,14.023100000000001
Hot 800s,Run,9399.7,44:06,45:37,18,3.552,5.774,160.1,189,0,32,0,1,FALSE,g8011089,63,32,2022-06-15,9.399700000000001
Morning Ride,Ride,14366.8,42:22,608:02,101,5.652,10.864,120.3,156,0,0,0,1,FALSE,b8218320,10,34,2022-06-15,14.3668
Afternoon Swim,Swim,1499.9,24:06,29:13,0,1.037,1.282,142.1,173,0,20,0,1,FALSE,NA,33,NA,2022-06-14,1.4999
Commute,Run,14153.8,70:26,641:51,86,3.349,6.589,153.1,176,0,26,0,1,TRUE,g8836542,69,33,2022-06-14,14.153799999999999
Commute,Run,14082.3,68:43,654:51,99,3.416,6.088,151.5,168,0,25,0,1,TRUE,g8836542,64,32,2022-06-13,14.0823
Afternoon Ride,Ride,7405.5,23:52,25:01,54,5.171,10.102,104.4,139,0,0,0,1,FALSE,b8218319,3,33,2022-06-12,7.4055
Afternoon Swim,Swim,2033.1,33:09,52:20,0,1.022,1.962,NA,NA,0,22,0,1,FALSE,NA,52,NA,2022-06-12,2.0331
Dubai run 2,Run,9879.8,48:36,88:10,32,3.388,9.202,149.5,176,0,33,0,1,FALSE,g8836542,41,31,2022-06-11,9.8798
Dubai Run,Run,6843.8,30:05,30:10,22,3.792,6.07,160.8,188,0,30,0,1,FALSE,g8836542,44,34,2022-06-10,6.8438
Morning Ride,Ride,7738.3,25:27,25:59,60,5.068,8.486,103.3,138,0,0,0,1,FALSE,b8218320,3,32,2022-06-09,7.738300000000001
Morning Swim,Swim,799.9,14:58,15:36,0,0.891,1.058,NA,NA,0,19,0,1,FALSE,NA,9,NA,2022-06-08,0.79989999999999994
Commute,Run,23976.3,139:02,815:03,255.8,2.874,5.68,135.7,164,0,36,0,1,TRUE,g3897569,48,33,2022-06-07,23.9763
Evening Ride,Ride,10719.7,27:16,30:44,59,6.552,13.44,131.3,155,6,17,0,1,FALSE,NA,9,32,2022-06-06,10.719700000000001
Track session with WR,Run,4669.1,34:39,39:34,0,2.246,6.306,156.4,188,0,31,6,1,FALSE,g3897569,66,33,2022-06-06,4.6691
Morning Ride,Ride,18074.8,68:13,618:58,208,4.416,13.64,115.4,162,1,0,0,1,FALSE,b8218320,17,32,2022-06-06,18.0748
Afternoon Swim,Swim,1033.2,16:47,17:19,0,1.026,2.15,NA,NA,0,17,0,1,FALSE,NA,26,NA,2022-06-05,1.0332000000000001
Commute long way home,Run,22184.4,123:09,721:22,217.3,3.002,5.992,134,162,0,46,0,1,TRUE,g3897569,41,32,2022-06-05,22.1844
Recovery Run,Run,8945.4,46:08,46:29,19,3.232,4.544,134.1,142,0,27,0,1,FALSE,g8836542,11,30,2022-06-04,8.9454
Solo session,Run,14331.7,61:13,68:50,58,3.902,5.67,160,191,3,37,2,1,FALSE,g8011089,82,31,2022-06-03,14.331700000000001
Gym,Workout,0,33:44,33:44,0,0,0,120.5,168,0,19,0,1,FALSE,NA,12,26,2022-06-03,0
Commute,Run,6998.3,36:38,37:35,39,3.184,4.984,142.1,154,0,23,0,1,TRUE,g3897569,13,32,2022-06-02,6.9983
Commute,Run,7249.1,36:28,36:33,27,3.313,5.358,143.1,157,0,0,0,1,FALSE,NA,17,30,2022-06-01,7.2491
Afternoon Swim,Swim,2033.1,33:07,36:35,0,1.023,2.094,NA,NA,0,18,0,1,FALSE,NA,35,NA,2022-06-01,2.0331
‘Tempo’ commute 😂,Run,6991,33:48,315:48,65,3.447,4.962,162.9,176,0,30,0,1,FALSE,g8836542,52,31,2022-06-01,6.991
Commute long way home,Run,19699.7,100:38,696:45,163,3.263,5.478,155.2,177,0,39,0,1,TRUE,g8836542,116,31,2022-05-31,19.6997
Evening Ride,Ride,10906.8,28:52,31:00,92,6.297,12.038,139.6,167,0,20,0,1,FALSE,b8218320,17,33,2022-05-30,10.906799999999999
Track session with the Wellness Runners!,Run,6569.7,37:48,54:04,69,2.897,5.832,163,189,4,49,0,4,FALSE,g8836542,49,32,2022-05-30,6.5697
Afternoon Swim,Swim,1533.2,28:21,31:08,0,0.901,1.01,NA,NA,0,17,0,1,FALSE,NA,30,NA,2022-05-30,1.5332000000000001
Commute ,Run,14029.2,70:10,665:03,82,3.332,9.306,150.8,169,0,29,0,1,TRUE,g5233746,62,31,2022-05-29,14.029200000000001
Out and back(ish),Run,18086.8,91:03,95:14,62,3.311,5.21,151.7,172,0,41,2,1,FALSE,g5233746,82,31,2022-05-28,18.0868
Morning Swim,Swim,1633.2,29:06,30:09,0,0.935,1.769,NA,NA,0,19,0,1,FALSE,NA,19,NA,2022-05-28,1.6332
Afternoon Swim,Swim,3799.6,65:20,66:26,0,0.969,1.754,NA,NA,0,23,3,1,FALSE,NA,43,NA,2022-05-27,3.7996
Afternoon Swim,Swim,1633.2,27:03,30:45,0,1.006,1.966,NA,NA,0,14,0,1,FALSE,NA,18,NA,2022-05-26,1.6332
Commute,Run,14185.5,75:06,675:46,83,3.148,5.684,144.1,165,0,33,0,1,TRUE,g8836542,40,30,2022-05-26,14.1855
Wellness Runner Track Session!,Run,36043.1,190:01,749:43,283,3.161,7.022,159.5,189,3,46,2,1,FALSE,g8836542,266,30,2022-05-25,36.043099999999995
Godalming run! 41:55 🥇,Run,19613.9,88:33,522:18,228,0.626,6.324,165.6,191,8,76,6,1,FALSE,g8836542,164,24,2022-05-22,19.6139
Dortmund Woods run,Run,10059.1,49:40,50:56,115,3.376,8.05,151.6,163,1,47,0,1,FALSE,g8836542,44,25,2022-05-20,10.0591
Phoenix See Variations,Run,16377.2,77:22,77:29,97,3.528,10.268,141.4,171,4,27,0,1,FALSE,g8836542,26,23,2022-05-19,16.377200000000002
Essen Segment Chasing,Run,7009.1,30:11,32:10,41,3.87,5.58,153.3,180,4,40,3,1,FALSE,g8836542,29,23,2022-05-18,7.0091
Morning Run,Run,9541.6,46:42,48:45,64,3.405,11.652,139.4,153,2,33,0,1,FALSE,g8836542,14,20,2022-05-17,9.5416
Essen Night Run,Run,8001.3,37:38,38:24,114,3.544,5.5,147.4,161,2,41,0,1,FALSE,g8836542,24,23,2022-05-16,8.0013
Afternoon Swim,Swim,1666.5,27:57,37:35,0,0.994,2.382,124,155,0,18,0,1,FALSE,NA,15,NA,2022-05-15,1.6665
Morning Run,Run,14039.5,73:29,655:43,111,3.184,5.047,148.9,166,0,44,0,1,TRUE,g8836542,55,31,2022-05-15,14.0395
Morning Swim,Swim,1133.2,19:44,95:50,0,0.957,2.564,117.5,164,0,14,0,1,FALSE,NA,29,NA,2022-05-14,1.1332
Morning speedwork,Run,10275.9,45:30,58:33,50,3.764,6.742,159.6,185,0,33,0,1,FALSE,g8011089,57,28,2022-05-14,10.2759
Morning Swim,Swim,3999.6,68:43,92:57,0,0.97,1.236,126.1,167,0,21,0,1,FALSE,NA,52,NA,2022-05-13,3.9996
More commuting,Run,14060.6,69:56,690:20,112,3.351,5.795,144.4,160,0,43,7,1,TRUE,g8836542,34,30,2022-05-12,14.0606
Afternoon Run,Run,7010.1,30:50,30:50,36,3.789,5.33,158.4,174,0,29,0,1,TRUE,g8836542,40,29,2022-05-11,7.0101
Morning Run,Run,7005.7,35:50,36:03,48,3.258,4.338,149.9,166,0,29,0,1,FALSE,g8836542,30,31,2022-05-11,7.0057
Morning Run,Run,7012,35:40,35:40,66,3.277,4.073,152.1,166,0,36,0,1,TRUE,g8836542,36,29,2022-05-10,7.012
Morning Swim,Swim,999.9,17:04,19:03,0,0.976,1.08,125,150,0,22,0,1,FALSE,NA,7,26,2022-05-10,0.9999
Longer way home,Run,21008,109:23,685:24,175,3.201,5.482,147,171,0,47,0,1,TRUE,g8836542,72,29,2022-05-09,21.008
Debut Loop Run,Run,8589.4,51:47,120:39,56,2.765,4.662,118.8,151,0,52,0,1,FALSE,g8836542,10,28,2022-05-08,8.5894
Morning Run,Run,6898.9,36:13,36:13,57,3.175,4.04,144.1,163,0,30,0,1,TRUE,g8836542,17,29,2022-05-08,6.898899999999999
Afternoon Swim,Swim,4032.9,69:16,79:15,0,0.97,2.564,164.3,202,0,30,0,1,FALSE,NA,207,28,2022-05-07,4.0329
Afternoon Swim,Swim,2066.5,33:18,40:49,0,1.034,2.084,164,206,0,19,0,1,FALSE,NA,97,27,2022-05-06,2.0665
Commute,Run,15102.3,78:53,652:51,82,3.191,4.172,150.9,170,0,52,3,1,FALSE,g8836542,69,32,2022-05-05,15.1023
Evening Run,Run,5809,30:36,34:34,24,3.164,4.597,138.7,160,0,28,0,1,FALSE,g8836542,8,29,2022-05-04,5.809
Afternoon Swim,Swim,1999.8,34:57,35:24,0,0.954,1.192,134.7,152,0,21,5,1,FALSE,NA,22,27,2022-05-04,1.9998
Long run,Run,21676.7,114:12,138:41,95,3.164,4.298,150.4,171,0,58,0,1,FALSE,g8836542,97,30,2022-05-03,21.6767
Morning Swim,Swim,2299.8,39:40,47:46,0,0.966,1.236,161.2,211,0,24,1,1,FALSE,NA,110,26,2022-05-03,2.2998000000000003
Hot Run,Run,10203.4,54:36,55:18,27,3.115,4.542,153.5,168,0,44,3,1,FALSE,g8836542,57,32,2022-05-01,10.2034
Morning Swim,Swim,1199.9,24:29,46:29,0,0.817,4.35,147.6,168,0,25,0,1,FALSE,NA,36,26,2022-05-01,1.1999000000000002
Morning Swim,Swim,866.6,14:00,33:25,0,1.032,5.554,136.3,203,0,18,0,1,FALSE,NA,29,26,2022-05-01,0.8666
Road runner’s paradise,Run,15252.3,73:27,74:25,31,3.461,5.22,163.4,180,0,41,0,1,FALSE,g9838455,115,30,2022-04-30,15.2523
Afternoon Swim,Swim,1999.8,39:37,42:08,0,0.841,0.982,138.8,165,0,23,2,1,FALSE,NA,34,26,2022-04-29,1.9998
Evening Swim,Swim,1999.8,36:01,43:11,0,0.925,13.978,132.5,169,0,22,0,1,FALSE,NA,33,26,2022-04-28,1.9998
Afternoon Run,Run,6760.6,36:00,36:29,65,3.13,4.046,150.2,162,0,23,0,1,TRUE,g8836542,30,29,2022-04-28,6.7606
Missing meters,Swim,600,02:00,02:00,0,5,0,NA,NA,0,0,0,1,FALSE,NA,NA,NA,2022-04-28,0.6
Commute!,Run,6765.5,37:20,43:05,16,3.02,3.578,145.7,158,0,27,6,1,TRUE,g8836542,20,30,2022-04-27,6.7655
Evening Swim,Swim,1150,27:08,28:38,0,0.706,3.126,151.4,177,0,17,0,1,FALSE,NA,43,25,2022-04-26,1.15
Al Khobar Running,Run,11595.7,59:55,59:55,32,3.226,4.133,150.5,159,0,45,11,1,FALSE,g8836542,51,29,2022-04-25,11.5957
Afternoon Swim,Swim,750,17:58,40:06,0,0.696,10,106.4,156,0,16,0,1,FALSE,NA,9,25,2022-04-25,0.75
Regent’s Park 10k (37:14),Run,9965,37:15,37:15,73,4.459,5.808,155,187,18,58,6,1,FALSE,g8836542,136,19,2022-04-23,9.965
Evening Run,Run,14388.9,79:13,83:57,190,3.027,4.836,135.3,160,4,39,0,1,FALSE,g7747260,22,21,2022-04-20,14.3889
WH Hill Reps,Run,12006.4,66:30,99:28,277,3.009,6.113,149.7,184,3,49,0,1,FALSE,g3897569,55,20,2022-04-19,12.0064
Zwift - Devedeset,VirtualRide,33176.2,65:55,66:53,320,8.388,17.072,129.6,163,4,21,0,1,FALSE,b8218319,27,NA,2022-04-19,33.176199999999994
Morning Run,Run,13893.9,69:02,69:10,155,3.354,9.526,145.5,166,3,31,0,1,FALSE,g7747260,35,20,2022-04-18,13.8939
Zwift - Pedaling Drills,VirtualRide,16714.4,33:09,33:09,130,8.403,18.664,132.2,173,5,20,0,1,FALSE,b8218320,13,NA,2022-04-16,16.7144
Squerryes Parkrun 🥇(17:53),Run,4929.1,17:53,17:53,39,4.594,5.98,174.5,189,5,31,5,1,FALSE,g7747260,47,19,2022-04-16,4.9291
Running for Ukraine,Run,11819.9,68:04,124:13,110,2.894,4.338,140.5,166,3,39,0,1,FALSE,g7747260,29,25,2022-04-15,11.8199
"Zwift - What Goes Up, Must Come down",VirtualRide,53798.5,104:56,104:56,692,8.545,21.498,156.1,177,6,24,0,1,FALSE,b8218320,140,NA,2022-04-15,53.7985
Farewell Burwood Park!!,Run,10488.1,51:09,51:54,36,3.417,5.623,150.8,171,1,32,2,1,FALSE,g8836542,44,23,2022-04-13,10.488100000000001
WH Track Finale,Run,10552.2,47:37,58:26,81,3.693,7.03,165.2,189,2,47,4,1,FALSE,g8011089,80,18,2022-04-12,10.552200000000001
Afternoon Run,Run,4678.7,24:31,91:51,31,3.181,4.843,152,172,1,25,0,1,FALSE,g8836542,27,23,2022-04-11,4.6787
Badminton,Workout,221.9,79:41,79:41,0,0.046,1.86,103.2,245,0,14,0,1,FALSE,NA,14,27,2022-04-10,0.22190000000000001
Lunch Ride,Ride,51802.8,111:47,255:42,658,7.724,18.016,147.4,168,43,55,0,1,FALSE,b8218319,97,20,2022-04-10,51.802800000000005
Morning Ride,Ride,35567.6,81:48,134:48,351,7.247,17.49,137.9,166,37,35,0,1,FALSE,b8218319,42,18,2022-04-08,35.5676
Morning Run,Run,8320.2,41:19,50:44,94,3.356,4.752,143.5,159,1,30,1,1,FALSE,g8836542,15,13,2022-04-08,8.320200000000002
Zwift - Red Unicorn,VirtualRide,52573.7,101:51,101:51,582,8.603,19.762,144.6,170,5,23,0,1,FALSE,b8218320,85,NA,2022-04-07,52.573699999999995
Lunch Run,Run,12244.2,60:15,60:15,164,3.387,5.31,150.3,166,5,34,0,1,FALSE,g8836542,49,20,2022-04-06,12.244200000000001
Zwift - Pace Partner Ride,VirtualRide,20119.4,35:46,35:46,140,9.375,16.794,145.5,177,1,18,0,1,FALSE,b8218320,28,NA,2022-04-05,20.119400000000002
Zwift - Greater London Flat,VirtualRide,12689.5,22:16,22:16,34,9.498,12.92,126.8,144,0,15,0,1,FALSE,b8218320,5,NA,2022-04-05,12.6895
Zwift - Road to Ruins,VirtualRide,30384.4,64:20,64:20,276,7.872,18.82,123.8,156,3,15,0,1,FALSE,b8218320,16,NA,2022-04-04,30.384400000000003
Badminton,Workout,1337.7,87:22,87:22,0,0.255,0.89,NA,NA,0,0,0,1,FALSE,NA,NA,25,2022-04-03,1.3377000000000001
Fox Relay leg 3,Run,21243.4,86:48,88:15,238,4.012,6.246,179.2,194,14,75,11,1,FALSE,g7747260,253,16,2022-04-02,21.2434
Zwift - Group Ride: Tour of Watopia Stage 3,VirtualRide,19088.9,34:28,34:28,160,9.231,16.088,113.5,136,1,18,0,1,FALSE,b8218320,6,NA,2022-04-01,19.088900000000002
Morning Run,Run,5535.2,27:31,27:39,23,3.353,4.518,146.1,158,1,27,1,1,FALSE,g8836542,16,25,2022-03-31,5.5352
Night Hike,Hike,4736.8,42:22,42:39,29,1.863,4.287,NA,NA,0,0,0,1,FALSE,g8836542,21,26,2022-03-30,4.736800000000001
Gym,Workout,2529,40:57,40:57,0,1.029,3.433,103.1,143,0,0,0,1,FALSE,NA,6,27,2022-03-30,2.529
Afternoon Hike,Hike,3349,31:56,31:56,50,1.748,2.884,NA,NA,0,0,0,1,FALSE,g8836542,NA,31,2022-03-29,3.349
Afternoon Run,Run,3453.9,17:42,18:41,12,3.252,4.242,158.4,168,0,0,0,1,FALSE,g8836542,25,28,2022-03-26,3.4539
Velopark 10k (36:57)🥇 ,Run,10057.5,36:59,36:59,109,4.532,5.972,183.9,196,29,64,8,1,FALSE,g8011089,130,23,2022-03-26,10.0575
Lunch Run,Run,5041.3,23:18,305:07,94,3.606,11.34,142.6,162,2,32,0,1,FALSE,g8836542,9,25,2022-03-23,5.041300000000001
Zwift - Group Ride: Tour of Watopia Stage 4,VirtualRide,36707.6,63:29,63:29,411,9.637,16.754,142.1,185,6,39,0,1,FALSE,b8218320,40,NA,2022-03-22,36.7076
Afternoon Run,Run,6151.8,33:06,109:26,123,3.098,5.444,123.8,162,0,21,2,1,FALSE,g9133328,9,20,2022-03-21,6.151800000000001
Badminton,Workout,213.8,85:55,85:55,0,0.041,1.832,92.6,131,0,0,0,1,FALSE,NA,10,25,2022-03-20,0.21380000000000002
Morning Run,Run,18726.4,105:52,107:27,355,2.948,5.236,134,159,3,53,0,1,FALSE,g7747260,30,18,2022-03-20,18.7264
Afternoon Ride,Ride,18313.7,40:31,56:43,123,7.533,11.742,NA,NA,9,23,0,1,FALSE,b8218319,NA,20,2022-03-19,18.3137
Morning Run,Run,13086.2,79:00,88:01,138,2.761,4.424,128.2,146,19,46,0,1,FALSE,g8836542,17,20,2022-03-19,13.086200000000002
Afternoon Run,Run,7860.3,37:01,38:36,171,3.539,5.096,163,177,1,38,0,1,FALSE,g6883995,61,16,2022-03-16,7.8603000000000005
Zwift - 2x15 FTP Intervals,VirtualRide,35121.2,62:23,62:23,317,9.383,17.706,152.5,182,0,23,0,1,FALSE,b8218320,73,NA,2022-03-15,35.121199999999995
Zwift - Group Ride: Tour of Watopia Stage 2,VirtualRide,48069.8,71:47,71:47,186,11.161,17.398,165.4,180,2,35,0,1,FALSE,b8218320,130,NA,2022-03-14,48.0698
Shrewsbury 10k (37:00),Run,10034.4,37:00,37:00,131,4.52,6.06,174.6,185,11,70,18,1,FALSE,g8011089,93,13,2022-03-13,10.0344
Zwift - Group Ride: Tour of Watopia Stage 1: Standard Ride on Figure 8 in Watopia,VirtualRide,27139.3,39:46,39:46,236,11.374,20.582,156.1,186,6,19,0,1,FALSE,b8218320,56,NA,2022-03-11,27.1393
Evening Run,Run,11019.2,50:06,53:58,40,3.666,6.52,150.1,181,9,37,0,1,FALSE,g8836542,37,17,2022-03-09,11.019200000000001
Evening Run,Run,3487.7,17:18,17:38,18,3.36,3.994,134.4,146,0,0,0,1,FALSE,g8836542,4,19,2022-03-08,3.4877
Afternoon Activity,Workout,4.2,09:32,09:32,0,0.007,0.66,136.5,166,0,0,0,1,FALSE,NA,4,22,2022-03-08,0.004200000000000001
Badminton ,Workout,314.7,80:32,80:32,0,0.065,1.976,111.9,155,0,12,0,1,FALSE,NA,14,22,2022-03-06,0.3147
Lunch Ride,Ride,35249.4,75:48,95:49,431,7.751,14.656,152.5,174,24,36,1,1,FALSE,b8218319,82,22,2022-03-06,35.2494
Morning Hike,Hike,15471.2,197:47,302:24,385,1.304,2.57,NA,NA,0,27,3,1,FALSE,g5233748,98,20,2022-03-05,15.471200000000001
Zwift - Casse-Pattes in France,VirtualRide,40094.6,61:39,61:39,201,10.839,18.324,155.1,180,6,24,0,1,FALSE,b8218320,72,NA,2022-03-04,40.0946
Zwift - Big Loop in Watopia,VirtualRide,42869.5,78:55,78:55,662,9.054,21.006,165.9,183,0,22,0,1,FALSE,b8218320,143,NA,2022-03-03,42.8695
